source_text,target_text
"what are flight numbers of flights departing from airport ""apg""?","flights.loc[lambda x: x['sourceairport']=='apg', 'flightno']"
give the flight numbers of flights leaving from apg.,"flights.loc[lambda x: x['sourceairport']=='apg', 'flightno']"
"what are flight numbers of flights arriving at airport ""apg""?","flights.loc[lambda x: x['destairport']=='apg', 'flightno']"
give the flight numbers of flights landing at apg.,"flights.loc[lambda x: x['destairport']=='apg', 'flightno']"
"what are flight numbers of flights departing from city ""aberdeen ""?","pd.merge(flights, airports, left_on='sourceairport', right_on='airportcode').loc[lambda x: x['city']=='aberdeen', 'flightno']"
give the flight numbers of flights leaving from aberdeen.,"pd.merge(flights, airports, left_on='sourceairport', right_on='airportcode').loc[lambda x: x['city']=='aberdeen', 'flightno']"
"what are flight numbers of flights arriving at city ""aberdeen""?","pd.merge(flights, airports, left_on='destairport', right_on='airportcode').loc[lambda x: x['city']=='aberdeen', 'flightno']"
give the flight numbers of flights arriving in aberdeen.,"pd.merge(flights, airports, left_on='destairport', right_on='airportcode').loc[lambda x: x['city']=='aberdeen', 'flightno']"
find the number of flights landing in the city of aberdeen or abilene.,"pd.merge(flights, airports, left_on='destairport', right_on='airportcode').loc[lambda x: x['city'].isin(['aberdeen', 'abilene']), :].shape[0]"
how many flights land in aberdeen or abilene?,"pd.merge(flights, airports, left_on='destairport', right_on='airportcode').loc[lambda x: x['city'].isin(['aberdeen', 'abilene']), :].shape[0]"
find the name of airports which do not have any flight in and out.,airports[~airports['airportcode'].isin(flights['sourceairport']).append(flights['destairport']).drop_duplicates()]['airportname']
which airports do not have departing or arriving flights?,airports[~airports['airportcode'].isin(flights['sourceairport']).append(flights['destairport']).drop_duplicates()]['airportname']
count the number of employees,employee.shape[0]
sort employee names by their age in ascending order.,employee.sort_values('age')['name']
list the names of employees and sort in ascending order of age.,employee.sort_values('age')['name']
what is the number of employees from each city?,employee.groupby('city').size().reset_index(name='count')
count the number of employees for each city.,employee.groupby('city').size().reset_index(name='count')
which cities do more than one employee under age 30 come from?,employee.loc[lambda x: x['age']<30].groupby('city').filter(lambda x: len(x)>1)['city']
find the cities that have more than one employee under age 30.,employee.loc[lambda x: x['age']<30].groupby('city').filter(lambda x: len(x)>1)['city']
find the number of shops in each location.,shop.groupby('location').size().reset_index(name='count(*)')
how many shops are there in each location?,shop.groupby('location').size().reset_index(name='count(*)')
find the manager name and district of the shop whose number of products is the largest.,"shop.sort_values('number_products', ascending=false).iloc[0][['manager_name', 'district']]"
what are the manager name and district of the shop that sells the largest number of products?,"shop.sort_values('number_products', ascending=false).iloc[0][['manager_name', 'district']]"
find the minimum and maximum number of products of all stores.,"shop['number_products'].agg(['min', 'max'])"
what are the minimum and maximum number of products across all the shops?,"shop['number_products'].agg(['min', 'max'])"
"return the name, location and district of all shops in descending order of number of products.","shop[['name', 'location', 'district']].sort_values('number_products', ascending=false)"
"sort all the shops by number products in descending order, and return the name, location and district of each shop.","shop[['name', 'location', 'district']].sort_values('number_products', ascending=false)"
find the names of stores whose number products is more than the average number of products.,"shop.loc[lambda x: x['number_products'] > x['number_products'].mean(), 'name']"
which shops' number products is above the average? give me the shop names.,"shop.loc[lambda x: x['number_products'] > x['number_products'].mean(), 'name']"
find the name of employee who was awarded the most times in the evaluation.,"employee.merge(evaluation, on='employee_id').groupby('employee_id')['name'].count().idxmax()"
which employee received the most awards in evaluations? give me the employee name.,"employee.merge(evaluation, on='employee_id').groupby('employee_id')['name'].count().idxmax()"
find the name of the employee who got the highest one time bonus.,"employee.merge(evaluation, on='employee_id').sort_values('bonus', ascending=false).iloc[0]['name']"
which employee received the biggest bonus? give me the employee name.,"employee.merge(evaluation, on='employee_id').sort_values('bonus', ascending=false).iloc[0]['name']"
find the names of employees who never won any award in the evaluation.,"employee.loc[~employee['employee_id'].isin(evaluation['employee_id']), 'name']"
what are the names of the employees who never received any evaluation?,"employee.loc[~employee['employee_id'].isin(evaluation['employee_id']), 'name']"
what is the name of the shop that is hiring the largest number of employees?,"hiring.merge(shop, on='shop_id').groupby('shop_id')['name'].count().sort_values(ascending=false).iloc[0]"
which shop has the most employees? give me the shop name.,"hiring.merge(shop, on='shop_id').groupby('shop_id')['name'].count().sort_values(ascending=false).iloc[0]"
find the name of the shops that do not hire any employee.,"shop.loc[~shop['shop_id'].isin(hiring['shop_id']), 'name']"
which shops run with no employees? find the shop names,"shop.loc[~shop['shop_id'].isin(hiring['shop_id']), 'name']"
find the number of employees hired in each shop; show the shop name as well.,"hiring.merge(shop, on='shop_id').groupby('name').size().reset_index(name='count')"
"for each shop, return the number of employees working there and the name of the shop.","hiring.merge(shop, on='shop_id').groupby('name').size().reset_index(name='count')"
what is total bonus given in all evaluations?,evaluation['bonus'].sum()
find the total amount of bonus given in all the evaluations.,evaluation['bonus'].sum()
give me all the information about hiring.,hiring
what is all the information about hiring?,hiring
which district has both stores with less than 3000 products and stores with more than 10000 products?,"shop.loc[shop['number_products'] < 3000, 'district'].interesect(shop.loc[shop['number_products'] > 10000, 'district'])"
find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,"shop.loc[shop['number_products'] < 3000, 'district'].interesect(shop.loc[shop['number_products'] > 10000, 'district'])"
how many different store locations are there?,shop['location'].nunique()
count the number of distinct store locations.,shop['location'].nunique()
how many documents do we have?,documents.shape[0]
"list document ids, document names, and document descriptions for all documents.","documents[['document_id', 'document_name', 'document_description']]"
"what are the ids, names, and descriptions for all documents?","documents[['document_id', 'document_name', 'document_description']]"
what is the document name and template id for document with description with the letter 'w' in it?,"documents.loc[lambda x: x['document_description'].str.contains('w', case=false), ['document_name', 'template_id']]"
return the names and template ids for documents that contain the letter w in their description.,"documents.loc[lambda x: x['document_description'].str.contains('w', case=false), ['document_name', 'template_id']]"
"what is the document id, template id and description for document named ""robbin cv""?","documents.loc[lambda x: x['document_name']=='robbin cv', ['document_id', 'template_id', 'document_description']]"
"return the document id, template id, and description for the document with the name robbin cv.","documents.loc[lambda x: x['document_name']=='robbin cv', ['document_id', 'template_id', 'document_description']]"
how many different templates do all document use?,documents['template_id'].nunique()
count the number of different templates used for documents.,documents['template_id'].nunique()
how many documents are using the template with type code 'ppt'?,"pd.merge(documents, templates, on='template_id').loc[lambda x: x['template_type_code']=='ppt'].shape[0]"
count the number of documents that use the ppt template type.,"pd.merge(documents, templates, on='template_id').loc[lambda x: x['template_type_code']=='ppt'].shape[0]"
show all template ids and number of documents using each template.,documents.groupby('template_id').size().reset_index(name='count')
"what are all different template ids used for documents, and how many times were each of them used?",documents.groupby('template_id').size().reset_index(name='count')
what is the id and type code for the template used by the most documents?,"pd.merge(documents, templates, on='template_id').groupby('template_id').size().sort_values(ascending=false).index[0], pd.merge(documents, templates, on='template_id')['template_type_code'].iloc[0]"
return the id and type code of the template that is used for the greatest number of documents.,"pd.merge(documents, templates, on='template_id').groupby('template_id').size().sort_values(ascending=false).index[0], pd.merge(documents, templates, on='template_id')['template_type_code'].iloc[0]"
show ids for all templates that are used by more than one document.,documents.groupby('template_id').filter(lambda x: len(x) > 1)['template_id'].unique()
what are the template ids of any templates used in more than a single document?,documents.groupby('template_id').filter(lambda x: len(x) > 1)['template_id'].unique()
show ids for all templates not used by any document.,"pd.concat([templates['template_id'], documents['template_id']]).drop_duplicates(keep=false)"
what are the ids for templates that are not used in any documents?,"pd.concat([templates['template_id'], documents['template_id']]).drop_duplicates(keep=false)"
how many templates do we have?,templates.shape[0]
count the number of templates.,templates.shape[0]
"show template ids, version numbers, and template type codes for all templates.","templates[['template_id', 'version_number', 'template_type_code']]"
"what are the ids, version numbers, and type codes for each template?","templates[['template_id', 'version_number', 'template_type_code']]"
show all distinct template type codes for all templates.,templates['template_type_code'].unique()
what are the different template type codes?,templates['template_type_code'].unique()
what are the ids of templates with template type code pp or ppt?,"templates.loc[lambda x: x['template_type_code'].isin(['pp', 'ppt']), 'template_id']"
return the ids of templates that have the code pp or ppt.,"templates.loc[lambda x: x['template_type_code'].isin(['pp', 'ppt']), 'template_id']"
how many templates have template type code cv?,(templates['template_type_code'] == 'cv').sum()
count the number of templates of the type cv.,(templates['template_type_code'] == 'cv').sum()
what is the version number and template type code for the template with version number later than 5?,"templates.loc[lambda x: x['version_number'] > 5, ['version_number', 'template_type_code']]"
return the version numbers and template type codes of templates with a version number greater than 5.,"templates.loc[lambda x: x['version_number'] > 5, ['version_number', 'template_type_code']]"
show all template type codes and number of templates for each.,templates.groupby('template_type_code').size()
"what are the different template type codes, and how many templates correspond to each?",templates.groupby('template_type_code').size()
which template type code has most number of templates?,templates.groupby('template_type_code').size().sort_values(ascending=false).index[0]
return the type code of the template type that the most templates belong to.,templates.groupby('template_type_code').size().sort_values(ascending=false).index[0]
show all template type codes with less than three templates.,templates.groupby('template_type_code').filter(lambda x: len(x) < 3)['template_type_code'].unique()
what are the codes of template types that have fewer than 3 templates?,templates.groupby('template_type_code').filter(lambda x: len(x) < 3)['template_type_code'].unique()
what the smallest version number and its template type code?,templates.groupby('template_type_code')['version_number'].min()
"return the lowest version number, along with its corresponding template type code.",templates.groupby('template_type_code')['version_number'].min()
"what is the template type code of the template used by document with the name ""data base""?","pd.merge(templates, documents.loc[lambda x: x['document_name']=='data base'], on='template_id').loc[:, 'template_type_code']"
return the template type code of the template that is used by a document named data base.,"pd.merge(templates, documents.loc[lambda x: x['document_name']=='data base'], on='template_id').loc[:, 'template_type_code']"
show all document names using templates with template type code bk.,"pd.merge(templates.loc[lambda x: x['template_type_code']=='bk'], documents, on='template_id')['document_name']"
what are the names of documents that use templates with the code bk?,"pd.merge(templates.loc[lambda x: x['template_type_code']=='bk'], documents, on='template_id')['document_name']"
show all template type codes and the number of documents using each type.,"pd.merge(templates, documents, on='template_id').groupby('template_type_code')['template_id'].count()"
"what are the different template type codes, and how many documents use each type?","pd.merge(templates, documents, on='template_id').groupby('template_type_code')['template_id'].count()"
which template type code is used by most number of documents?,"pd.merge(templates, documents, on='template_id').groupby('template_type_code').size().sort_values(ascending=false).index[0]"
return the code of the template type that is most commonly used in documents.,"pd.merge(templates, documents, on='template_id').groupby('template_type_code').size().sort_values(ascending=false).index[0]"
show all template type codes that are not used by any document.,"templates['template_type_code'].loc[lambda x: ~x.isin(pd.merge(templates, documents, on='template_id')['template_type_code'])]"
what are the codes of template types that are not used for any document?,"templates['template_type_code'].loc[lambda x: ~x.isin(pd.merge(templates, documents, on='template_id')['template_type_code'])]"
show all template type codes and descriptions.,"ref_template_types[['template_type_code', 'template_type_description']]"
what are the type codes and descriptions for all template types?,"ref_template_types[['template_type_code', 'template_type_description']]"
"what is the template type descriptions for template type code ""ad"".","ref_template_types.loc[lambda x: x['template_type_code']=='ad', 'template_type_description']"
return the template type description of the template type with the code ad.,"ref_template_types.loc[lambda x: x['template_type_code']=='ad', 'template_type_description']"
"what is the template type code for template type description ""book"".","ref_template_types.loc[lambda x: x['template_type_description']=='book', 'template_type_code']"
"return the type code of the template type with the description ""book"".","ref_template_types.loc[lambda x: x['template_type_description']=='book', 'template_type_code']"
what are the distinct template type descriptions for the templates ever used by any document?,"pd.merge(pd.merge(ref_template_types, templates, on='template_type_code'), documents, on='template_id')['template_type_description'].unique()"
return the different descriptions for templates that have been used in a document.,"pd.merge(pd.merge(ref_template_types, templates, on='template_type_code'), documents, on='template_id')['template_type_description'].unique()"
"what are the template ids with template type description ""presentation"".","pd.merge(ref_template_types, templates, on='template_type_code').loc[lambda x: x['template_type_description']=='presentation', 'template_id']"
return the ids corresponding to templates with the description 'presentation'.,"pd.merge(ref_template_types, templates, on='template_type_code').loc[lambda x: x['template_type_description']=='presentation', 'template_id']"
how many paragraphs in total?,paragraphs.shape[0]
count the number of paragraphs.,paragraphs.shape[0]
how many paragraphs for the document with name 'summer show'?,"pd.merge(paragraphs, documents, on='document_id').loc[lambda x: x['document_name']=='summer show'].shape[0]"
count the number of paragraphs in the document named 'summer show'.,"pd.merge(paragraphs, documents, on='document_id').loc[lambda x: x['document_name']=='summer show'].shape[0]"
show paragraph details for paragraph with text 'korea ' .,"paragraphs.loc[paragraphs['paragraph_text'].str.contains('korea'), 'other_details']"
what are the details for the paragraph that includes the text 'korea ' ?,"paragraphs.loc[paragraphs['paragraph_text'].str.contains('korea'), 'other_details']"
show all paragraph ids and texts for the document with name 'welcome to ny'.,"pd.merge(paragraphs, documents, on='document_id').loc[lambda x: x['document_name']=='welcome to ny', ['paragraph_id', 'paragraph_text']]"
what are the ids and texts of paragraphs in the document titled 'welcome to ny'?,"pd.merge(paragraphs, documents, on='document_id').loc[lambda x: x['document_name']=='welcome to ny', ['paragraph_id', 'paragraph_text']]"
"show all paragraph texts for the document ""customer reviews"".","paragraphs.merge(documents.query('document_name == ""customer reviews""'), on='document_id')['paragraph_text']"
what are the paragraph texts for the document with the name 'customer reviews'?,"paragraphs.merge(documents.query('document_name == ""customer reviews""'), on='document_id')['paragraph_text']"
show all document ids and the number of paragraphs in each document. order by document id.,paragraphs.groupby('document_id').size().reset_index(name='count').sort_values('document_id')
"return the different document ids along with the number of paragraphs corresponding to each, ordered by id.",paragraphs.groupby('document_id').size().reset_index(name='count').sort_values('document_id')
"show all document ids, names and the number of paragraphs in each document.","pd.merge(paragraphs, documents, on='document_id').groupby(['document_id', 'document_name']).size().reset_index(name='count')"
"what are the ids and names of each document, as well as the number of paragraphs in each?","pd.merge(paragraphs, documents, on='document_id').groupby(['document_id', 'document_name']).size().reset_index(name='count')"
list all document ids with at least two paragraphs.,paragraphs.groupby('document_id').filter(lambda x: len(x) >=2).document_id.unique()
what are the ids of documents that have 2 or more paragraphs?,paragraphs.groupby('document_id').filter(lambda x: len(x) >=2).document_id.unique()
what is the document id and name with greatest number of paragraphs?,"pd.merge(paragraphs, documents, on='document_id').groupby('document_id').size().sort_values(ascending=false).reset_index(name='count').iloc[0][['document_id', 'document_name']]"
return the id and name of the document with the most paragraphs.,"pd.merge(paragraphs, documents, on='document_id').groupby('document_id').size().sort_values(ascending=false).reset_index(name='count').iloc[0][['document_id', 'document_name']]"
what is the document id with least number of paragraphs?,paragraphs.groupby('document_id').size().sort_values().head(1).index[0]
return the id of the document with the fewest paragraphs.,paragraphs.groupby('document_id').size().sort_values().head(1).index[0]
what is the document id with 1 to 2 paragraphs?,paragraphs.groupby('document_id').filter(lambda x: x.shape[0] >= 1 and x.shape[0] <=2)['document_id'].unique()
give the ids of documents that have between one and two paragraphs.,paragraphs.groupby('document_id').filter(lambda x: x.shape[0] >= 1 and x.shape[0] <=2)['document_id'].unique()
show the document id with paragraph text 'brazil' and 'ireland'.,"pd.merge(paragraphs.loc[lambda x: x['paragraph_text']=='brazil', 'document_id'], paragraphs.loc[lambda x: x['paragraph_text']=='ireland', 'document_id'], how='inner')"
what are the ids of documents that contain the paragraph text 'brazil' and 'ireland'?,"pd.merge(paragraphs.loc[lambda x: x['paragraph_text']=='brazil', 'document_id'], paragraphs.loc[lambda x: x['paragraph_text']=='ireland', 'document_id'], how='inner')"
how many teachers are there?,teacher.shape[0]
what is the total count of teachers?,teacher.shape[0]
list the names of teachers in ascending order of age.,teacher.sort_values('age')['name']
what are the names of the teachers ordered by ascending age?,teacher.sort_values('age')['name']
what are the age and hometown of teachers?,"teacher[['age', 'hometown']]"
what is the age and hometown of every teacher?,"teacher[['age', 'hometown']]"
list the name of teachers whose hometown is not `` little lever urban district '' .,"teacher.loc[lambda x: x['hometown'] != 'little lever urban district', 'name']"
what are the names of the teachers whose hometown is not `` little lever urban district '' ?,"teacher.loc[lambda x: x['hometown'] != 'little lever urban district', 'name']"
show the name of teachers aged either 32 or 33?,"teacher.loc[lambda x: x['age'].isin([32,33]), 'name']"
what are the names of the teachers who are aged either 32 or 33?,"teacher.loc[lambda x: x['age'].isin([32,33]), 'name']"
what is the hometown of the youngest teacher?,teacher.sort_values('age')['hometown'].iloc[0]
where is the youngest teacher from?,teacher.sort_values('age')['hometown'].iloc[0]
show different hometown of teachers and the number of teachers from each hometown.,teacher.groupby('hometown').size().reset_index(name='count')
"for each hometown, how many teachers are there?",teacher.groupby('hometown').size().reset_index(name='count')
list the most common hometown of teachers.,teacher.groupby('hometown').size().sort_values(ascending=false).index[0]
what is the most commmon hometowns for teachers?,teacher.groupby('hometown').size().sort_values(ascending=false).index[0]
show the hometowns shared by at least two teachers.,teacher.groupby('hometown').filter(lambda x: len(x) >= 2)['hometown'].unique()
what are the towns from which at least two teachers come from?,teacher.groupby('hometown').filter(lambda x: len(x) >= 2)['hometown'].unique()
show names of teachers and the courses they are arranged to teach.,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id')[['name', 'course']]"
what is the name of each teacher and what course they teach?,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id')[['name', 'course']]"
show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id').sort_values('name')[['name', 'course']]"
what are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id').sort_values('name')[['name', 'course']]"
show the name of the teacher for the math course.,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id').loc[lambda x: x['course']=='math', 'name']"
what are the names of the people who teach math courses?,"pd.merge(pd.merge(course_arrange, course, on='course_id'), teacher, on='teacher_id').loc[lambda x: x['course']=='math', 'name']"
show names of teachers and the number of courses they teach.,"pd.merge(course_arrange, teacher, on='teacher_id').groupby('name').size()"
what are the names of the teachers and how many courses do they teach?,"pd.merge(course_arrange, teacher, on='teacher_id').groupby('name').size()"
show names of teachers that teach at least two courses.,"pd.merge(course_arrange, teacher, on='teacher_id').groupby('name').filter(lambda x: len(x) >= 2)['name'].unique()"
what are the names of the teachers who teach at least two courses?,"pd.merge(course_arrange, teacher, on='teacher_id').groupby('name').filter(lambda x: len(x) >= 2)['name'].unique()"
list the names of teachers who have not been arranged to teach courses.,teacher[~teacher['teacher_id'].isin(course_arrange['teacher_id'])]['name']
what are the names of the teachers whose courses have not been arranged?,teacher[~teacher['teacher_id'].isin(course_arrange['teacher_id'])]['name']
how many visitors below age 30 are there?,(visitor['age'] < 30).sum()
"find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.","visitor.loc[lambda x: x['level_of_membership'] > 4].sort_values('level_of_membership', ascending=false)['name']"
what is the average age of the visitors whose membership level is not higher than 4?,"visitor.loc[lambda x: x['level_of_membership'] <= 4, 'age'].mean()"
"find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.","visitor.loc[lambda x: x['level_of_membership']>4, ['name', 'level_of_membership']].sort_values('age', ascending=false)"
find the id and name of the museum that has the most staff members?,"museum[['museum_id', 'name']].sort_values('num_of_staff', ascending=false).iloc[0]"
find the average number of staff working for the museums that were open before 2009.,"museum.loc[museum['open_year'] < 2009, 'num_of_staff'].mean()"
what are the opening year and staff number of the museum named plaza museum?,"museum.loc[museum['name']=='plaza museum', ['num_of_staff', 'open_year']]"
find the names of museums which have more staff than the minimum staff number of all museums opened after 2010.,"museum.loc[lambda x: x['num_of_staff'] > museum.loc[lambda y: y['open_year']>2010, 'num_of_staff'].min(), 'name']"
"find the id, name and age for visitors who visited some museums more than once.","visitor.merge(visit, on='id').groupby(['id', 'name', 'age']).filter(lambda x: len(x) > 1).drop_duplicates(subset=['id', 'name', 'age']).loc[:, ['id', 'name', 'age']]"
"what are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?","visitor.merge(visit, on='id').groupby(['visitor_id', 'name', 'level_of_membership']).agg({'total_spent': 'sum'}).reset_index().sort_values('total_spent', ascending=false).iloc[0, [0, 1, 2]]"
what are the id and name of the museum visited most times?,"pd.merge(museum, visit, on='museum_id').groupby('museum_id')['name'].count().nlargest(1).reset_index(name='count').merge(museum, on='museum_id')[['museum_id', 'name']]"
what is the name of the museum that had no visitor yet?,"museum.loc[~museum['museum_id'].isin(visit['museum_id']), 'name']"
find the name and age of the visitor who bought the most tickets at once.,"pd.merge(visitor, visit, on='id').sort_values('num_of_ticket', ascending=false).iloc[0][['name', 'age']]"
what are the average and maximum number of tickets bought in all visits?,"visit['num_of_ticket'].agg(['mean', 'max'])"
what is the total ticket expense of the visitors whose membership level is 1?,"pd.merge(visitor[visitor['level_of_membership']==1], visit, left_on='id', right_on='visitor_id')['total_spent'].sum()"
what is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011?,"visitor.loc[pd.merge(pd.merge(visit, museum.loc[lambda x: x['open_year']<2009]), visitor, left_on='visitor_id', right_on='id')['name_x'].unique().tolist() & pd.merge(pd.merge(visit, museum.loc[lambda x: x['open_year']>2011]), visitor, left_on='visitor_id', right_on='id')['name_x'].unique().tolist()].name"
find the number of visitors who did not visit any museum opened after 2010.,"visitor.loc[~visitor['id'].isin(visit.loc[museum['open_year']>2010, 'visitor_id']), :].shape[0]"
how many museums were opened after 2013 or before 2008?,((museum['open_year'] > 2013) | (museum['open_year'] < 2008)).sum()
find the total number of players.,players.shape[0]
find the total number of matches.,matches.shape[0]
count the number of matches.,matches.shape[0]
list the first name and birth date of all players from the country with code usa.,"players.loc[lambda x: x['country_code']=='usa', ['first_name', 'birth_date']]"
what are the first names and birth dates of players from the usa?,"players.loc[lambda x: x['country_code']=='usa', ['first_name', 'birth_date']]"
find the average age of losers and winners of all matches.,"matches.agg({'loser_age': 'mean', 'winner_age': 'mean'})"
what are the average ages of losers and winners across matches?,"matches.agg({'loser_age': 'mean', 'winner_age': 'mean'})"
find the average rank of winners in all matches.,matches['winner_rank'].mean()
what is the average rank for winners in all matches?,matches['winner_rank'].mean()
find the highest rank of losers in all matches.,matches['loser_rank'].min()
what is the best rank of losers across all matches?,matches['loser_rank'].min()
find the number of distinct country codes of all players.,players['country_code'].nunique()
how many distinct countries do players come from?,players['country_code'].nunique()
find the number of distinct name of losers.,matches['loser_name'].nunique()
how many different loser names are there?,matches['loser_name'].nunique()
find the name of tourney that has more than 10 matches.,matches.groupby('tourney_name').filter(lambda x: x['tourney_name'].count()>10)['tourney_name'].unique()
what are the names of tournaments that have more than 10 matches?,matches.groupby('tourney_name').filter(lambda x: x['tourney_name'].count()>10)['tourney_name'].unique()
list the names of all winners who played in both 2013 and 2016.,matches[matches['year']==2013]['winner_name'].interesect(matches[matches['year']==2016]['winner_name'])
what are the names of players who won in both 2013 and 2016?,matches[matches['year']==2013]['winner_name'].interesect(matches[matches['year']==2016]['winner_name'])
list the number of all matches who played in years of 2013 or 2016.,"matches.loc[matches['year'].isin([2013, 2016])].shape[0]"
how many matches were played in 2013 or 2016?,"matches.loc[matches['year'].isin([2013, 2016])].shape[0]"
what are the country code and first name of the players who won in both tourney wta championships and australian open?,"pd.merge(players.loc[lambda x: x['player_id'].isin(matches.loc[lambda y: y['tourney_name']=='wta championships', 'winner_id']), ['country_code', 'first_name']],players.loc[lambda x: x['player_id'].isin(matches.loc[lambda y: y['tourney_name']=='australian open', 'winner_id']), ['country_code', 'first_name']],on=['country_code', 'first_name'])"
what are the first names and country codes for players who won both the wta championships and the australian open?,"pd.merge(players.loc[lambda x: x['player_id'].isin(matches.loc[lambda y: y['tourney_name']=='wta championships', 'winner_id']), ['country_code', 'first_name']],players.loc[lambda x: x['player_id'].isin(matches.loc[lambda y: y['tourney_name']=='australian open', 'winner_id']), ['country_code', 'first_name']],on=['country_code', 'first_name'])"
find the first name and country code of the oldest player.,"players[['first_name', 'country_code']].sort_values('birth_date').head(1)"
what is the first name and country code of the oldest player?,"players[['first_name', 'country_code']].sort_values('birth_date').head(1)"
list the first and last name of all players in the order of birth date.,"players[['first_name', 'last_name']].sort_values('birth_date')"
"what are the full names of all players, sorted by birth date?","players[['first_name', 'last_name']].sort_values('birth_date')"
list the first and last name of all players who are left / l hand in the order of birth date.,"players.loc[lambda x: x['hand']=='l', ['first_name', 'last_name']].sort_values('birth_date')"
"what are the full names of all left handed players, in order of birth date?","players.loc[lambda x: x['hand']=='l', ['first_name', 'last_name']].sort_values('birth_date')"
find the first name and country code of the player who did the most number of tours.,"pd.merge(players, rankings, on='player_id').sort_values('tours', ascending=false).iloc[0][['country_code', 'first_name']]"
what is the first name and country code of the player with the most tours?,"pd.merge(players, rankings, on='player_id').sort_values('tours', ascending=false).iloc[0][['country_code', 'first_name']]"
find the year that has the most number of matches.,matches.groupby('year').size().sort_values(ascending=false).index[0]
which year had the most matches?,matches.groupby('year').size().sort_values(ascending=false).index[0]
find the name and rank points of the winner who won the most times.,matches.groupby('winner_name')['winner_rank_points'].agg(lambda x: x.sum()).sort_values(ascending=false).iloc[:1]
"what is the name of the winner who has won the most matches, and how many rank points does this player have?",matches.groupby('winner_name')['winner_rank_points'].agg(lambda x: x.sum()).sort_values(ascending=false).iloc[:1]
find the name of the winner who has the highest rank points and participated in the australian open tourney.,"matches.loc[lambda x: x['tourney_name']=='australian open', 'winner_name'].sort_values(ascending=false).iloc[0]"
what is the name of the winner with the most rank points who participated in the australian open tournament?,"matches.loc[lambda x: x['tourney_name']=='australian open', 'winner_name'].sort_values(ascending=false).iloc[0]"
find the names of loser and winner who played in the match with greatest number of minutes.,"matches.sort_values('minutes', ascending=false).iloc[0][['winner_name', 'loser_name']]"
what are the names of the winner and loser who played in the longest match?,"matches.sort_values('minutes', ascending=false).iloc[0][['winner_name', 'loser_name']]"
find the average ranking for each player and their first name.,"pd.merge(players, rankings, on='player_id').groupby('first_name')['ranking'].mean()"
"what are the first names of all players, and their average rankings?","pd.merge(players, rankings, on='player_id').groupby('first_name')['ranking'].mean()"
find the total ranking points for each player and their first name.,"pd.merge(players, rankings, on='player_id').groupby('first_name')['ranking_points'].sum()"
"what are the first names of all players, and their total ranking points?","pd.merge(players, rankings, on='player_id').groupby('first_name')['ranking_points'].sum()"
find the number of players for each country.,players.groupby('country_code').size().reset_index(name='count')
find the code of the country where has the greatest number of players.,players.groupby('country_code').size().sort_values(ascending=false).index[0]
what is the code of the country with the most players?,players.groupby('country_code').size().sort_values(ascending=false).index[0]
find the codes of countries that have more than 50 players.,players.groupby('country_code').filter(lambda x: len(x) > 50)['country_code'].unique()
what are the codes of countries with more than 50 players?,players.groupby('country_code').filter(lambda x: len(x) > 50)['country_code'].unique()
find the total number of tours for each ranking date.,rankings.groupby('ranking_date')['tours'].sum()
how many total tours were there for each ranking date?,rankings.groupby('ranking_date')['tours'].sum()
find the number of matches happened in each year.,matches.groupby('year').size().reset_index(name='count')
how many matches were played in each year?,matches.groupby('year').size().reset_index(name='count')
find the name and rank of the 3 youngest winners across all matches.,"matches[['winner_name', 'winner_rank', 'winner_age']].drop_duplicates().sort_values('winner_age').iloc[:3][['winner_name', 'winner_rank']]"
what are the names and ranks of the three youngest winners across all matches?,"matches[['winner_name', 'winner_rank', 'winner_age']].drop_duplicates().sort_values('winner_age').iloc[:3][['winner_name', 'winner_rank']]"
how many different winners both participated in the wta championships and were left handed?,"matches.loc[(matches['tourney_name']=='wta championships')&(matches['winner_hand']=='l'), 'winner_name'].nunique()"
find the number of left handed winners who participated in the wta championships.,"matches.loc[(matches['tourney_name']=='wta championships')&(matches['winner_hand']=='l'), 'winner_name'].nunique()"
"find the first name, country code and birth date of the winner who has the highest rank points in all matches.","pd.merge(players, matches, left_on='player_id', right_on='winner_id').sort_values('winner_rank_points', ascending=false).iloc[0][['first_name', 'country_code', 'birth_date']]"
"what is the first name, country code, and birth date of the player with the most winner rank points across all matches?","pd.merge(players, matches, left_on='player_id', right_on='winner_id').sort_values('winner_rank_points', ascending=false).iloc[0][['first_name', 'country_code', 'birth_date']]"
find the number of players for each hand type.,players.groupby('hand').size().reset_index(name='count')
how many players are there for each hand type?,players.groupby('hand').size().reset_index(name='count')
